instance,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre-featuretime,vars-clauses-ratio,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-min,VCG-CLAUSE-max,VCG-CLAUSE-entropy,UNARY,BINARY+,TRINARY+,Basic-featuretime,VCG-VAR-mean,VCG-VAR-coeff-variation,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-stdev,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-entropy,HORNY-VAR-mean,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,VG-max,KLB-featuretime,CG-mean,CG-coeff-variation,CG-min,CG-max,CG-entropy,cluster-coeff-mean,cluster-coeff-coeff-variation,cluster-coeff-min,cluster-coeff-max,cluster-coeff-entropy,CG-featuretime,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,ls-saps-featuretime,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,ls-gsat-featuretime,lobjois-mean-depth-over-vars,lobjois-log-num-nodes-over-vars,lobjois-featuretime
komb/n100/gen_n100_m520_k3SAT_seed2925930102.cnf,100.0,520.0,97.0,517.0,0.030927835,0.005802708,0.0,0.18762089,0.49516441,0.589634604,0.0,1.0,0.722507755,0.031386468,0.067720891,0.030927835,0.041237113,0.181952135,0.0,0.0,0.955512573,0.0,0.031386468,0.210990713,0.013539652,0.052224371,2.530775719,0.226488635,0.177159162,0.0,0.777777778,3.256896011,0.016191749,0.342342382,0.001934236,0.03868472,2.344201346,0.51450677,0.055394923,0.185727001,0.027079304,0.081237911,0.0,0.044902708,0.205542405,0.021276596,0.075435203,2.931994583,0.112051749,0.238085031,0.062078273,0.333333333,2.290746627,0.0,7.0547,0.402272,24.2508,0.151835,24.0,20.0,29.0,1.38243,0.229133,0.880196,0.0769667,0.8,5.5313,0.431121,24.2328,0.151919,24.0,20.0,29.0,0.882317,0.424279,0.85703,0.0754321,1.42,0.396952921,0.894724406,0.58
komb/n100/gen_n100_m520_k3SAT_seed2410529191.cnf,100.0,520.0,100.0,520.0,0.0,0.0,0.0,0.192307692,0.516666667,0.576147455,0.333333333,1.0,0.588168777,0.03,0.0,0.03,0.03,-0.0,0.0,0.0,1.0,0.0,0.03,0.242575486,0.017307692,0.048076923,2.585924868,0.212834447,0.1589104,0.0,0.666666667,3.289391032,0.015,0.354829551,0.003846154,0.026923077,2.393107138,0.5,0.051961538,0.208832678,0.026923077,0.078846154,0.0,0.044260355,0.19859692,0.017307692,0.067307692,2.914822205,0.114800528,0.233779943,0.068907563,0.274725275,2.275484048,0.0,7.0683,0.383972,25.3239,0.149527,25.0,21.0,30.0,1.32908,0.2277,0.87543,0.075165,0.84,5.6512,0.411076,25.34,0.150329,25.0,20.0,30.0,0.854114,0.427859,0.855039,0.0763668,1.5,0.391868667,0.902976137,0.56
komb/n100/gen_n100_m520_k3SAT_seed3075280818.cnf,100.0,520.0,100.0,520.0,0.0,0.0,0.0,0.192307692,0.496153846,0.577280876,0.333333333,1.0,0.555907778,0.03,0.0,0.03,0.03,-0.0,0.0,0.0,1.0,0.0,0.03,0.217003986,0.011538462,0.046153846,2.566442465,0.207195477,0.158554316,0.0,0.666666667,3.236626004,0.015923077,0.287368562,0.007692308,0.028846154,2.19399165,0.530769231,0.051923077,0.198485348,0.023076923,0.075,0.0,0.043653846,0.182855104,0.021153846,0.065384615,2.821819087,0.112274716,0.21214973,0.070075758,0.243589744,2.185266095,0.0,6.5617,0.386736,25.4539,0.148881,25.0,21.0,30.0,1.34697,0.227246,0.878007,0.0744713,0.84,5.3765,0.390579,25.4532,0.148726,25.0,21.0,30.0,0.887705,0.411181,0.85948,0.0740753,1.44,0.398923667,0.907712682,0.58
komb/n100/gen_n100_m520_k3SAT_seed113971124.cnf,100.0,520.0,99.0,519.0,0.01010101,0.001926782,0.0,0.190751445,0.483943481,0.579045347,0.0,1.0,0.635668431,0.030517117,0.04767406,0.03030303,0.04040404,0.102652586,0.0,0.0,0.978805395,0.0,0.030517117,0.258493087,0.01734104,0.052023121,2.735516284,0.247771134,0.179042195,0.0,0.714285714,3.348894802,0.015336408,0.390376452,0.003853565,0.030828516,2.451678523,0.500963391,0.052198283,0.2182269,0.030828516,0.080924855,0.0,0.04432713,0.230726424,0.019267823,0.075144509,3.046180429,0.11677306,0.238756979,0.066066066,0.230769231,2.346001326,0.0,7.0191,0.334982,25.0623,0.14992,25.0,20.0,30.0,1.40571,0.22244,0.890152,0.0693191,0.8,5.7644,0.335432,25.0922,0.148422,25.0,20.0,30.0,0.911214,0.424069,0.871272,0.0695475,1.4,0.391037374,0.909445493,0.6
komb/n100/gen_n100_m520_k3SAT_seed2791232394.cnf,100.0,520.0,100.0,520.0,0.0,0.0,0.0,0.192307692,0.503846154,0.577282979,0.333333333,1.0,0.568584984,0.03,0.0,0.03,0.03,-0.0,0.0,0.0,1.0,0.0,0.03,0.251883112,0.015384615,0.053846154,2.625822185,0.236606698,0.175559386,0.0,0.666666667,3.264872397,0.014596154,0.369890932,0.005769231,0.026923077,2.255389758,0.486538462,0.051269231,0.222239183,0.028846154,0.090384615,0.0,0.043483728,0.225200853,0.021153846,0.076923077,2.987022624,0.11886629,0.236466275,0.068253968,0.238095238,2.356404501,0.0,6.1952,0.49932,25.267,0.152026,25.0,20.0,30.0,1.33399,0.237446,0.872735,0.0776818,0.84,4.9239,0.534048,25.2059,0.15,25.0,20.0,30.0,0.858094,0.434285,0.853676,0.0776164,1.5,0.388758,0.906525386,0.56
komb/n100/gen_n100_m520_k3SAT_seed2496252241.cnf,100.0,520.0,100.0,520.0,0.0,0.0,0.0,0.192307692,0.508974359,0.576991166,0.333333333,1.0,0.576646528,0.03,0.0,0.03,0.03,-0.0,0.0,0.0,1.0,0.0,0.03,0.253995035,0.011538462,0.053846154,2.688051976,0.187318347,0.161524451,0.0,0.692307692,3.019277806,0.014192308,0.347993228,0.005769231,0.028846154,2.2679589,0.473076923,0.050807692,0.215458592,0.023076923,0.082692308,0.0,0.044430473,0.206222412,0.019230769,0.073076923,2.942466054,0.116263567,0.220895746,0.065079365,0.228571429,2.29623934,0.0,6.9126,0.387019,25.2641,0.149987,25.0,20.0,30.0,1.34912,0.228213,0.876539,0.0771408,0.82,5.8882,0.387328,25.2708,0.147458,25.0,21.0,30.0,0.87499,0.426041,0.861059,0.0755214,1.42,0.383655667,0.906828767,0.56
komb/n100/gen_n100_m520_k3SAT_seed2585650757.cnf,100.0,520.0,98.0,518.0,0.020408163,0.003861004,0.0,0.189189189,0.526061776,0.581049091,0.0,1.0,0.679612847,0.030789536,0.043303317,0.030612245,0.040816327,0.087637285,0.0,0.0,0.982625483,0.0,0.030789536,0.259041244,0.015444015,0.055984556,2.749755281,0.218720849,0.156020241,0.0,0.6,3.308165575,0.016763848,0.362896819,0.005791506,0.034749035,2.456033953,0.544401544,0.052675124,0.221138346,0.028957529,0.094594595,0.0,0.045437605,0.221782532,0.015444015,0.086872587,2.986069859,0.113755488,0.240597541,0.064102564,0.305555556,2.312613215,0.0,6.3891,0.473499,24.7762,0.154047,25.0,20.0,30.0,1.38342,0.230524,0.876662,0.0787787,0.8,5.0997,0.500149,24.7626,0.151598,25.0,20.0,30.0,0.890018,0.430041,0.857103,0.0776818,1.44,0.393409524,0.902544137,0.58
komb/n100/gen_n100_m520_k3SAT_seed3694720282.cnf,100.0,520.0,100.0,520.0,0.0,0.0,0.0,0.192307692,0.501282051,0.577342716,0.333333333,1.0,0.564438015,0.03,0.0,0.03,0.03,-0.0,0.0,0.0,1.0,0.0,0.03,0.259911986,0.011538462,0.05,2.734891233,0.209998585,0.164548463,0.0,0.636363636,3.270436618,0.013673077,0.396262715,0.003846154,0.028846154,2.347873317,0.455769231,0.051769231,0.234037359,0.023076923,0.084615385,0.0,0.044926036,0.203719795,0.019230769,0.069230769,2.947120937,0.114320712,0.236768588,0.070570571,0.272727273,2.268162327,0.0,8.3361,0.314781,24.9984,0.147692,25.0,20.0,30.0,1.32918,0.228421,0.877526,0.0742682,0.82,7.1197,0.307076,24.9774,0.148937,25.0,20.0,30.0,0.863359,0.422393,0.858734,0.0743157,1.44,0.382298333,0.906945577,0.56
komb/n100/gen_n100_m520_k3SAT_seed3012167821.cnf,100.0,520.0,99.0,520.0,0.01010101,0.0,0.0,0.190384615,0.501282051,0.578446293,0.0,1.0,0.601924257,0.03038073,0.029048125,0.03030303,0.04040404,0.045105218,0.0,0.0,0.992307692,0.0,0.03038073,0.227425632,0.015384615,0.046153846,2.597783156,0.223863449,0.177343781,0.0,0.75,3.263590659,0.015462315,0.335833887,0.005769231,0.028846154,2.325456567,0.509615385,0.052292152,0.205900864,0.026923077,0.080769231,0.0,0.044171598,0.205622983,0.019230769,0.067307692,2.952073342,0.115723629,0.234439673,0.070564516,0.272727273,2.292176826,0.0,7.3228,0.389399,24.9349,0.150227,25.0,20.0,30.0,1.37176,0.223781,0.87803,0.0764658,0.82,5.8628,0.408006,25.0341,0.151527,25.0,20.0,30.0,0.876094,0.41656,0.857131,0.0761529,1.44,0.387584512,0.901163313,0.56
komb/n100/gen_n100_m520_k3SAT_seed1690206282.cnf,100.0,520.0,99.0,519.0,0.01010101,0.001926782,0.0,0.190751445,0.489723828,0.578579937,0.0,1.0,0.659775292,0.030556042,0.051659153,0.03030303,0.04040404,0.117083274,0.0,0.0,0.97495183,0.0,0.030556042,0.282144756,0.015414258,0.05973025,2.71976175,0.198848489,0.17377598,0.0,1.0,3.24257716,0.014538448,0.352545483,0.001926782,0.026974952,2.351498735,0.479768786,0.052937856,0.25282038,0.02504817,0.094412331,0.0,0.046569474,0.229789832,0.019267823,0.08477842,3.084275656,0.113249878,0.236030852,0.06401138,0.282051282,2.26725507,0.0,6.9861,0.421735,25.035,0.149411,25.0,20.0,30.0,1.33575,0.228117,0.872687,0.0784573,0.8,5.5211,0.456509,25.1025,0.15075,25.0,20.0,30.0,0.851156,0.431399,0.849892,0.0790741,1.5,0.384584512,0.903228842,0.56
